GeneSymbol	cohort1_rep1	cohort1_rep2	cohort2_rep1	cohort2_rep2
KCNJ13	9	9	1	0
EEF1B2P7	0	0	0	0
GIGYF2	1052	1272	1375	1472
RN7SL359P	47	76	73	64
EFHD1	3210	3834	13	14
EIF4E2	624	792	918	1002
MIR5001	0	0	0	0
TIGD1	202	277	152	168
CHRNG	0	0	1	0
CHRND	0	0	0	0
PRSS56	0	0	0	0
ECEL1	0	1	0	0
ALPI	0	0	0	0
DIS3L2P1	0	0	0	0
ECEL1P1	0	0	0	0
ALPG	2	0	0	0
ECEL1P2	0	0	0	0
ALPP	0	0	1	0
ECEL1P3	0	0	0	0
NRBF2P6	7	6	18	14
MIR562	0	0	0	0
DIS3L2	187	224	273	314
NPPC	16	20	0	0
MIR1471	0	0	0	0
GAMTP1	0	0	0	0
RPL28P2	0	0	0	0
COPS7B	262	312	341	432
RNU6-840P	0	0	0	0
PDE6D	96	131	141	140
MIR1244-1	0	0	0	0
PTMA	4009	5109	5911	6460
RN7SL499P	0	3	3	2
TEX44	0	0	0	0
RPL23AP26	0	0	0	0
RPL21P35	0	0	0	0
NMUR1	0	0	0	0
LINC00471	14	10	11	10
RNU2-22P	1	1	3	1
SNORD82	0	7	2	2
SNORD20	5	6	3	4
SNORA75	4	2	1	1
NCL	8318	10645	11582	11959
HIGD2AP1	0	0	0	0
ZBTB8OSP2	1	0	0	1
B3GNT7	3	4	1	1
MIR4777	0	1	0	0
RPS28P4	158	201	168	211
ARMC9	169	262	120	103
RNU1-93P	1	0	0	0
HTR2B	0	0	0	1
PSMD1	873	1044	1428	1446
C2orf72	8	18	22	16
SPATA3	0	0	0	0
SPATA3-AS1	4	2	0	1
COX20P2	1	4	6	4
GPR55	0	0	0	0
GCSIR	0	0	0	0
ITM2C	204	271	537	653
RNU6-268P	0	0	0	2
BANF1P3	92	130	68	62
CAB39	868	1069	1329	1338
LINC01907	1	0	1	0
RNU6-451P	0	0	0	0
TPM3P8	1	3	5	4
HMGB1P3	0	0	0	0
RN7SL834P	1	0	0	0
SP100	181	272	5	6
SP140L	86	113	203	204
SP140	1	0	2	2
SP110	128	172	195	237
RNY4P19	0	0	0	0
SLC16A14	107	133	0	0
RNU6-1027P	0	0	0	0
RNU6-964P	0	0	0	0
FBXO36	78	109	58	57
RNU6-613P	0	0	0	0
TRIP12	2533	3139	5111	5594
RNU7-9P	0	0	0	0
DNER	1	0	6	6
RN7SKP283	0	0	0	1
PID1	0	0	342	381
RPL17P14	0	0	0	0
RPL7L1P10	0	0	0	0
LINC01807	7	7	19	27
SNF8P1	1	8	3	1
RNU6-624P	0	0	0	0
SPHKAP	0	0	0	0
DAW1	0	0	0	0
TDGF1P2	0	0	0	0
CCL20	0	0	0	1
LOC100533842	0	0	0	0
SNRPGP8	0	0	0	0
RNA5SP121	0	0	0	0
SLC19A3	3	1	1	0
LOC100420667	0	0	0	0
LOC729968	0	0	0	0
C2orf83	0	0	0	0
AGFG1	787	968	1028	1010
MIR5703	0	0	0	0
TM4SF20	0	0	0	0
STIP1P2	3	5	5	1
MFF	423	576	680	764
MFF-DT	4	14	0	2
COL4A3	7	16	1195	1261
COL4A4	3	6	876	822
RHBDD1	554	699	445	425
IRS1	2353	2999	775	959
MIR5702	0	0	0	0
LOC646736	0	0	0	0
NYAP2	5	7	0	0
MIR4439	0	0	0	0
DOCK10	84	111	53	41
ANKRD49P1	8	11	10	18
CUL3	1216	1516	1919	1967
FAM124B	0	0	0	0
LOC100289117	0	0	0	0
USP21P1	0	0	0	0
SERPINE2	22	33	211	201
MRPL44	337	404	465	463
GTF3AP3	0	0	0	0
WDFY1	576	683	1247	1422
AP1S3	120	162	309	374
MLXP1	2	4	2	2
SCG2	2	2	3	2
HIGD1AP4	0	0	0	0
TRK-TTT15-1	0	0	0	0
RN7SL807P	0	0	0	0
KCNE4	0	0	0	0
LOC100419511	0	0	0	0
ATG12P2	0	0	0	0
ACSL3	905	1130	5615	6033
RPL31P17	6	17	26	26
RRAS2P2	0	0	0	0
MOGAT1	1	0	0	0
LOC100420353	14	18	13	7
FARSB	836	1206	736	805
GAPDHP49	0	0	0	0
RNU6-619P	0	0	0	0
NANOGP2	0	0	0	0
SGPP2	24	33	81	75
CT75	25	34	3	4
CCDC140	0	0	0	0
PAX3	1	0	0	0
RPL23AP28	0	0	0	0
HSPA9P1	14	11	14	16
LLPHP3	10	6	4	11
RPL23P5	0	0	0	0
TMEM256P2	0	0	0	0
EPHA4	315	350	16	22
MIR4268	0	0	0	0
LINC01803	0	0	0	0
RPL23P4	0	0	0	0
SLC4A3	91	122	156	164
STK11IP	346	384	385	399
RN7SKP213	0	0	0	0
INHA	31	40	19	15
OBSL1	1131	1360	2269	2503
MIR3132	0	0	0	0
TMEM198	52	65	11	13
CHPF	771	925	1509	1792
ASIC4	1	0	19	18
GMPPA	326	362	459	466
SPEGNB	1	0	3	4
SPEG	159	205	194	212
DES	2	4	0	0
DNPEP	1844	2234	2530	2711
RESP18	0	0	0	0
MIR153-1	0	0	0	0
PTPRN	0	1	0	1
DNAJB2	352	441	516	544
TUBA4B	0	0	0	0
TUBA4A	22	22	181	178
STK16	265	366	239	245
GLB1L	46	68	38	60
ANKZF1	327	412	595	664
ATG9A	614	711	890	1067
ABCB6	393	520	286	337
ZFAND2B	216	249	275	266
RETREG2	1200	1471	1066	1234
CNPPD1	605	782	754	778
SLC23A3	4	6	34	22
RN7SL764P	0	0	1	0
NHEJ1	236	306	306	313
MIR3131	0	0	0	0
IHH	0	0	0	0
CFAP65	8	7	0	1
LOC100129175	11	5	1	3
MIR375	0	0	0	0
CRYBA2	2	3	0	1
FEV	0	0	0	0
LINC00608	0	0	0	0
CDK5R2	0	0	1	4
KRT8P30	11	12	1	2
RNU6-642P	0	0	0	0
LINC01494	0	0	0	0
WNT10A	6	3	3	0
WNT6	45	60	104	149
RPL23AP31	3	1	7	1
MIR9500	0	0	0	0
PRKAG3	1	0	0	0
CYP27A1	0	0	1	7
TTLL4	282	369	579	637
STK36	246	302	326	361
RNF25	186	270	264	264
BCS1L	277	358	258	331
ZNF142	733	951	1006	1133
TRQ-CTG16-1	0	0	0	0
PLCD4	3	1	0	2
RNU6-136P	0	0	0	0
CNOT9	665	818	1428	1470
RN7SKP38	0	0	1	0
USP37	609	788	1062	1110
VIL1	3	4	1	1
MIR26B	3	5	6	5
CTDSP1	1005	1222	1550	1729
SLC11A1	3	12	3	3
CATIP-AS1	1	1	0	0
CATIP	0	0	1	0
RPL19P5	24	40	34	25
MIR6810	0	0	0	1
CATIP-AS2	0	0	0	0
MIR6513	0	0	0	0
TMBIM1	9	9	28	25
PNKD	383	479	989	1108
AAMP	1549	1926	1772	1808
GPBAR1	2	1	1	0
TRY-ATA1-1	1	1	2	1
ARPC2	1980	2406	3468	3678
HMGB1P9	1	3	3	3
CXCR1	0	0	0	1
CXCR2	0	0	0	1
CXCR2P1	0	0	0	0
RUFY4	0	0	0	1
TNS1-AS1	1	1	0	0
MIR6809	2	0	0	0
SNORA115	0	0	0	0
TNS1	345	378	127	123
RPL7L1P9	2	1	5	2
LOC100533848	0	0	0	0
DIRC3	21	27	65	89
DIRC3-AS1	1	0	0	0
RN7SKP43	0	0	0	0
LINC01921	0	0	0	0
LOC105373876	0	0	0	0
TNP1	0	0	0	0
FABP5P14	0	0	0	0
RNA5SP120	0	0	0	0
RPL31P14	3	0	2	2
IGFBP5	88958	108045	80057	85375
IGFBP2	671	690	481	465
PSMB3P2	0	0	0	0
LINC01280	0	0	0	0
RPL37A	7887	10336	12276	12741
SMARCAL1	271	318	262	302
MARCHF4	0	0	0	0
LINC01963	143	181	130	115
LOC100421349	0	0	0	0
POLHP1	0	0	0	0
XRCC5	4975	6407	9059	9714
TMEM169	7	6	0	0
PECR	86	94	68	91
MREG	2020	2600	2547	2749
LINC01614	0	0	0	0
LINC00607	0	6	309	311
LOC102724849	0	0	0	0
FN1	193	186	107075	113957
ATIC	2000	2421	3199	3399
ABCA12	618	762	52	85
RPL10P6	2	10	6	13
SNORA70I	1	1	0	0
SNHG31	10	18	8	8
BARD1	491	632	419	467
ENSAP3	0	0	0	0
VWC2L-IT1	0	0	0	0
VWC2L	1	1	0	0
RPL5P8	2	1	5	6
MIR4438	0	0	0	0
SPAG16	0	0	0	0
SPAG16-DT	0	0	0	0
LINC01953	0	0	0	0
IKZF2	118	139	404	423
MIR4776-2	0	0	0	0
MIR4776-1	0	0	0	0
PCED1CP	0	0	0	0
LINC01878	0	0	0	0
MIR548F2	0	0	0	0
MTCO1P46	0	0	0	0
MTND2P23	0	0	0	0
RNA5SP119	0	0	0	0
ERBB4	468	572	12	11
RPS27P10	0	0	0	1
LOC100420775	0	0	0	0
CPS1-IT1	0	0	0	0
CPS1	82	105	275	348
LANCL1	1182	1476	1317	1415
LANCL1-AS1	0	0	0	0
MYL1	0	0	0	0
ACADL	7	13	14	11
RPL6P6	1	0	0	0
KANSL1L-AS1	5	8	11	13
KANSL1L	129	176	189	210
RPE	887	1214	1342	1419
SNAI1P1	0	0	0	0
UNC80	1	0	2	0
RNA5SP118	0	0	0	0
MAP2	58	58	57	66
MEAF6P1	0	0	0	0
PKP4P1	9	10	9	8
CRYGFP	0	0	0	0
HSPA8P6	0	0	0	0
RNA5SP117	0	0	0	0
LOC101927960	0	0	0	0
H3P9	0	0	0	0
ARPC1BP1	0	0	0	0
PTH2R	0	0	0	0
MYL6BP1	0	0	0	0
PIKFYVE	613	779	991	1034
IDH1-AS1	3	3	6	2
IDH1	240	316	1668	1639
RPSAP27	0	0	0	0
C2orf80	0	0	0	0
CRYGA	0	0	0	0
CRYGB	0	0	0	0
LOC100533727	0	0	0	0
CRYGC	0	0	0	0
CRYGD	0	0	0	0
LOC100507443	0	0	0	0
CRYGEP	0	0	0	0
RPL12P17	0	1	1	0
RNA5SP116	0	0	0	0
RPL9P14	0	0	0	0
RNU6-360P	0	0	1	0
PLEKHM3	77	98	94	123
FZD5	242	293	273	266
MIR4775	0	0	0	0
CCNYL1	122	129	409	409
PPP1R14BP2	3	2	4	4
RNU6-664P	0	0	0	0
LINC01857	0	0	0	0
RPS29P9	0	0	0	0
METTL21A	187	192	285	301
CREB1	1031	1328	1144	1153
MIR1302-4	0	0	0	0
LINC01802	0	0	0	0
MYOSLID	0	0	0	0
MYOSLID-AS1	0	1	1	2
MIR7845	0	0	0	0
MIR2355	0	0	0	0
KLF7	331	423	568	594
CPO	0	0	0	0
MIR3130-1	0	0	0	0
MIR3130-2	0	0	0	0
FASTKD2	717	889	989	1013
MDH1B	7	9	9	16
VPS26CP1	0	0	0	0
DYTN	0	1	0	0
FAM237A	0	0	0	0
ADAM23	2	5	9	7
HNRNPA1P51	0	0	1	2
ACER2P1	4	0	4	2
ZDBF2	95	147	234	209
RN7SKP260	0	0	0	0
HMGN1P6	0	0	0	0
ATP5POP1	0	0	0	0
RN7SKP200	0	0	0	0
GPR1-AS	0	0	0	0
GPR1	0	0	3	8
SNORA41	1	0	2	3
SNORD51	1	2	2	3
EEF1B2	1214	1679	2975	3227
GCSHP3	0	0	0	0
NDUFS1	1845	2334	2445	2818
RPL27P8	0	0	0	0
INO80D	803	1076	954	1053
PPIAP68	0	0	0	0
RN7SKP178	0	1	0	0
NRP2	3	1	3	5
PARD3B	131	162	367	431
LOC100132669	0	0	0	0
DSTNP5	0	0	0	0
LOC100419685	0	0	0	0
ICOS	0	0	0	0
CTLA4	0	0	0	0
RNU6-474P	0	0	0	0
NPM1P33	2	3	4	2
KRT18P39	236	263	48	45
CD28	0	0	0	0
LOC100287498	0	0	0	0
LOC729532	4	7	11	6
RAPH1	1007	1227	1861	1967
TRE-TTC9-1	0	0	0	0
ABI2	1073	1333	2156	2265
MRPL50P2	0	0	0	0
RN7SL670P	0	0	0	0
CYP20A1	450	616	397	360
RPL12P16	186	236	216	234
RPL23AP36	0	0	0	0
LOC100419679	0	0	0	0
RPL7P14	0	1	0	1
NBEAL1	623	803	1031	1064
LOC100526841	0	1	1	0
KRT8P52	1	7	3	0
CARF	166	213	95	130
WDR12	401	505	724	731
KRT8P15	11	13	2	5
ICA1L	25	29	57	55
LOC442064	0	0	0	0
FAM117B	356	470	634	651
MTCO1P54	1	1	0	0
MTND4P30	0	0	1	0
MTND4LP17	0	0	0	0
MTND3P17	0	0	0	0
MTCO3P17	0	0	0	0
MTATP6P17	0	0	0	0
MTCO2P17	0	0	0	1
MTCO1P17	0	0	0	0
RPL13AP12	5	7	5	10
BMPR2	2565	2993	4190	4465
RN7SL40P	0	0	0	0
PIMREGP1	0	0	0	0
RN7SL753P	1	7	7	6
SNORD11	1	1	1	2
SNORD11B	2	0	2	2
SNORD70B	1	4	0	0
SNORD70	5	0	6	2
NOP58	1131	1455	1768	1804
LOC100287425	2	2	0	1
RPL39P14	0	0	0	0
SUMO1	972	1294	1859	1787
DAZAP2P1	91	126	121	142
PSMA2P3	1	0	1	0
KIAA2012-AS1	2	5	26	19
KIAA2012	0	3	1	3
FZD7	112	122	506	547
RNU6-440P	0	0	0	0
UBE2V1P11	0	0	0	0
CDK15	0	0	0	0
RPS2P16	3	1	2	2
ALS2	332	452	792	864
RNU6-651P	0	0	0	0
MPP4	0	0	0	0
ENO1P4	0	0	0	0
TMEM237	182	229	254	269
MTND5P31	0	0	0	0
MTND4P29	0	0	0	0
MTND3P16	0	0	0	0
MTCO3P16	0	0	0	0
MTATP6P16	0	0	0	0
MTCO2P16	0	0	0	0
MTCO1P16	0	0	0	0
C2CD6	0	0	3	1
STRADB	78	84	91	91
SCYL2P1	22	31	28	32
TRAK2	1219	1471	1686	1770
FLACC1	0	3	4	4
CASP8	176	200	302	345
MTND4LP13	0	0	0	0
MTND4P23	0	0	0	0
MTND5P25	0	0	0	0
CASP10	2	2	1	0
RPL38P5	0	0	0	0
RNU7-45P	1	1	1	0
CFLAR-AS1	0	0	1	1
IMPDH1P10	0	0	0	0
CFLAR	675	884	825	915
RPL17P10	0	1	0	3
RNU6-1206P	0	0	0	0
NDUFB3	367	505	398	386
RPL23AP30	0	0	0	0
HNRNPA1P35	4	3	5	2
FAM126B	520	598	563	589
ORC2	1005	1244	1343	1448
RNU6-762P	0	1	3	0
NIF3L1	391	479	510	498
RNU6-312P	1	3	2	1
PPIL3	180	267	381	406
CLK1	688	835	404	440
RNA5SP115	0	0	0	0
BICD1P1	0	0	0	0
RNU6-31P	0	0	0	0
BZW1	1756	2197	3899	4109
BZW1-AS1	1	0	4	1
RNU1-133P	0	0	0	0
AOX2P	1	1	1	3
LINC01792	0	1	0	2
AOX3P	0	1	1	0
AOX3P-AOX2P	0	0	0	0
AOX1	99	96	0	3
SGO2	187	242	358	375
KCTD18	366	459	340	384
RNY4P34	0	0	0	0
SPATS2L	254	333	2245	2374
MAIP1	218	262	308	341
TYW5	187	224	290	304
C2orf69	367	458	344	384
RN7SL717P	0	1	0	0
FTCDNL1	111	135	32	39
SEPHS1P6	6	4	5	2
LINC01877	0	4	1	0
SATB2-AS1	5	6	7	5
SATB2	205	219	1058	1146
RNU7-147P	0	0	0	0
LOC100419513	0	0	0	0
LINC01923	0	0	0	0
PLCL1	71	76	35	42
BOLL	0	0	1	1
MARS2	331	355	423	452
RFTN2	34	43	0	0
RNY5P2	0	0	0	0
MOB4	1	0	0	2
HSPE1	370	437	1048	1017
HSPE1-MOB4	0	0	0	0
SNORA105B	0	0	0	0
HSPD1	3804	4747	10583	10982
COQ10B	457	461	626	652
RNU6-1029P	0	0	1	0
SF3B1	5254	6620	7077	7441
NPM1P46	58	70	86	80
ATP5MC2P3	0	0	0	0
ANKRD44-IT1	3	0	1	6
ANKRD44-AS1	0	0	0	0
RPL4P7	0	0	0	0
HNRNPA3P15	0	0	0	0
ANKRD44	44	54	166	162
PGAP1	555	678	477	538
C2orf66	0	0	5	1
GTF3C3	550	721	1293	1332
LOC100130452	0	0	0	0
CCDC150	19	20	25	25
RN7SL820P	0	0	0	0
HECW2-AS1	0	0	0	0
HECW2	179	194	11	18
STK17B	116	162	460	466
LOC100420572	0	0	3	1
E2F3P2	2	7	1	0
DNAH7	20	13	4	2
RNU6-915P	0	0	0	0
SLC39A10	1139	1376	1701	1835
AHCYP5	0	0	0	0
RNU6-169P	0	0	0	0
LINC01790	0	0	0	0
LOC100419812	0	0	0	0
LINC01821	0	0	0	0
HNRNPA1P47	1	0	0	6
GLULP6	0	0	0	0
DNAJC17P1	0	0	0	0
SLC44A3P1	0	0	0	0
RPS17P8	0	0	0	0
PCGEM1	0	0	0	0
TMEFF2	0	0	0	0
DNAJB1P1	1	0	0	0
CAVIN2	2	3	0	0
LOC729254	0	0	0	0
NABP1-OT1	2	2	1	0
NABP1	106	132	41	51
RNU6-1045P	1	2	1	1
MYO1B	3490	4315	2791	2971
HMGB1P27	0	0	0	0
RNU6-959P	0	0	0	0
STAT4	2	5	4	1
LOC105373805	0	0	1	0
RAB1AP1	4	6	9	6
STAT1	1781	2244	2215	2313
GLS	460	574	1242	1348
NAB1	297	372	947	1016
RN7SKP179	0	0	0	0
NEMP2	65	79	161	145
MFSD6	514	615	2076	2180
INPP1	42	34	70	70
HIBCH	402	483	466	526
C2orf88	0	0	0	0
MSTN	0	0	6	3
RNF11P1	0	0	1	2
HNRNPCP2	95	110	108	104
TERF1P6	0	0	0	0
LOC100421409	7	2	4	3
PMS1	254	332	271	262
ORMDL1	331	406	531	556
OSGEPL1-AS1	1	3	1	0
OSGEPL1	73	65	128	148
ANKAR	37	60	26	21
ASDURF	0	0	0	0
ASNSD1	469	637	546	577
SLC40A1	0	0	0	0
KDM3AP1	0	0	0	0
WDR75	808	1064	804	904
KRT18P19	47	38	10	11
MIR3129	0	0	0	0
COL5A2	39	47	21	21
MIR3606	0	0	0	0
MIR1245B	0	0	0	0
MIR1245A	0	0	0	0
COL3A1	2	1	72	83
DIRC1	0	0	0	0
MIR561	0	1	1	0
GULP1	133	126	316	395
RNA5SP114	0	0	0	0
LOC729141	7	9	7	10
LINC01090	0	0	1	1
ST13P2	0	0	0	0
TFPI	213	272	223	253
GAPDHP59	0	0	1	0
CALCRL	0	0	0	1
RNU6-989P	0	0	0	0
RN7SKP42	0	0	0	0
IMPDH1P7	1	2	2	2
ZSWIM2	0	0	0	0
FAM171B	156	225	536	617
ITGAV	1298	1540	9767	10384
DPRXP1	0	0	0	0
ZC3H15	1292	1487	2229	2361
MED28P3	0	0	0	0
RPL23AP35	2	0	0	3
LINC01473	7	8	6	9
RPL21P32	0	2	0	0
LOC100420895	0	2	0	0
FSIP2-AS1	4	2	5	4
FSIP2	5	8	26	29
FSIP2-AS2	0	0	5	3
ELF2P4	0	0	0	0
LOC105373782	0	0	0	0
RPL23AP33	0	0	0	0
ZNF804A	0	0	0	1
MIR548AE1	0	0	0	0
CACYBPP2	24	48	69	51
LIN28AP1	0	0	0	0
NUP35	336	359	319	322
DUSP19	41	48	32	35
KRT8P10	3	10	0	1
NCKAP1	2933	3578	6050	6391
RNU6-1122P	0	0	0	0
FRZB	0	0	0	3
RPL31P15	0	0	0	0
DNAJC10	1407	1751	3913	4084
RN7SL267P	0	0	0	0
PDE1A	9	16	4	12
RNA5SP113	0	0	0	0
KRT18P29	10	15	4	1
PPP1R1C	6	8	0	0
ITPRID2	1190	1480	1248	1277
RNU6ATAC19P	0	0	0	0
SAP18P2	19	16	37	42
NEUROD1	0	0	0	0
CERKL	5	6	1	4
ITGA4	0	0	0	0
MIR4437	0	0	0	0
LINC01934	0	0	0	0
UBE2E3	178	218	597	678
RPL27AP3	0	0	0	0
FTH1P20	40	47	79	61
SCHLAP1	0	0	6	4
CWC22	442	553	752	740
MIR1258	0	0	0	0
TXNL4AP1	0	0	0	0
ZNF385B	22	15	1	3
RAD52P1	0	0	1	1
SESTD1	415	498	1020	1125
RPS6P2	0	0	0	0
RNU7-104P	0	0	0	0
CCDC141	0	0	0	0
LOC101927055	0	0	0	0
TTN	0	1	0	0
TTN-AS1	59	46	145	134
PLEKHA3	502	648	557	591
FKBP7	7	8	19	16
NUDCP2	5	11	21	15
PJVK	2	2	10	11
PRKRA	237	280	258	266
CHROMR	11	18	34	32
OSBPL6	162	215	824	890
RNU5E-9P	0	0	0	0
RBM45	177	177	132	136
CYCTP	0	0	0	0
RNU6-629P	0	0	0	0
SDHDP5	0	0	0	0
API5P2	7	3	5	8
PDE11A-AS1	0	0	0	0
PDE11A	6	8	16	23
TTC30A	283	301	128	170
TTC30B	230	260	128	126
AGPS	1	0	0	0
H3P7	0	0	0	0
MIR6512	0	0	0	0
LOC100130691	0	1	0	0
MIR3128	1	1	0	0
NFE2L2	891	1012	2067	2073
DNAJC19P5	2	2	4	4
MIR4444-1	0	0	0	0
HNRNPA3	4851	6276	4802	5036
LOC105373759	3	15	8	2
KRT8P40	2	2	0	0
STUB1P1	0	0	0	0
RNA5SP112	0	0	0	0
RNU6-187P	0	0	0	0
RPL29P8	0	0	0	0
FUCA1P1	0	0	0	0
RNU6ATAC14P	0	0	0	0
LINC01117	6	8	7	10
LINC01116	21	26	109	111
MIR1246	0	0	0	0
PPIAP67	2	1	0	1
MTX2	425	535	500	534
RPSAP25	0	0	0	0
RPLP1P4	1133	1439	1100	1186
MIR7704	0	0	0	0
HOXD1	2	3	2	1
HAGLROS	7	1	1	3
HAGLR	30	36	8	4
HOXD3	0	0	0	0
HOXD4	0	0	0	0
MIR10B	0	0	0	0
LOC401021	0	0	0	0
HOXD-AS2	0	0	0	0
HOXD8	5	5	13	15
HOXD9	0	0	0	0
HOXD10	0	0	0	0
HOXD11	0	2	0	0
HOXD12	2	3	4	3
HOXD13	0	0	0	0
EVX2	0	0	0	0
LNPK	515	600	1051	1093
EXTL2P1	0	0	0	0
RPS15AP14	2	3	0	4
ATP5MC3	833	1044	2605	2888
MIR933	0	0	0	0
ATF2	584	657	847	893
RPL21P31	0	0	0	0
RNU6-1290P	0	0	0	0
RNU6-763P	0	0	0	0
CHN1	209	223	47	41
CHRNA1	0	0	19	15
H3P6	14	23	28	41
RNU7-44P	0	0	0	0
WIPF1	53	70	3	8
RNU6-5P	0	0	0	0
RPA3P1	0	0	0	0
GPR155	19	24	66	77
SCRN3	232	305	280	308
CIR1	336	412	577	591
SP9	2	1	1	1
LINC01305	0	0	0	0
HNRNPA1P39	28	30	27	24
LRRC2P1	0	0	0	0
RN7SL65P	2	3	0	1
OLA1	1373	1847	2960	3194
RPSAP24	0	0	0	0
LINC01960	0	0	0	0
SP3	3004	3717	3261	3382
RPL5P7	0	0	0	1
LOC100129456	0	0	0	0
PPIAP66	0	1	0	1
CBY1P1	0	0	0	0
JPT1P1	8	8	24	31
CDCA7	231	281	265	265
LOC100289479	0	0	0	0
RPS2P18	1	1	2	0
MAP3K20-AS1	0	0	0	0
MAP3K20	147	199	2438	2606
ALDH7A1P2	0	0	0	0
RAPGEF4	35	34	20	27
RAPGEF4-AS1	0	0	0	0
PDK1	90	117	578	647
ITGA6-AS1	0	0	1	0
ITGA6	36	56	972	1034
DLX2-DT	0	0	7	10
DLX2	6	4	1473	1623
DLX1	58	84	1631	1656
METAP1D	77	114	201	205
LOC100420002	1	0	3	3
HAT1	606	717	1680	1745
RNU6-182P	0	0	0	0
SLC25A12	123	162	313	341
DYNC1I2	617	821	872	903
RPL21P38	0	0	0	0
CYBRD1	2	2	1184	1242
RPS15P4	544	700	731	736
DAP3P2	14	26	24	37
DCAF17	387	537	369	362
RPS26P20	0	1	2	1
METTL8	458	551	370	407
TLK1	1235	1517	2490	2622
GORASP2	996	1270	2147	2209
GAD1	18	44	21	22
ERICH2	25	39	45	47
EIF2S2P4	72	98	175	139
SP5	2	0	0	0
LINC01124	1	0	1	1
LOC101926913	0	0	0	0
HMGB1P4	0	1	4	0
MYO3B-AS1	0	0	0	0
MYO3B	1	1	1	0
RNU6-1006P	0	0	0	0
NSA2P5	5	13	5	21
UBR3	1033	1239	1611	1722
SNORD3K	1	0	0	0
METTL5	383	498	478	509
SSB	1623	2235	2118	2221
CYB5AP2	0	0	2	0
PTCHD3P2	0	1	0	0
LOC171417	0	1	0	0
KLHL23	0	0	2	2
PHOSPHO2	82	95	30	22
PHOSPHO2-KLHL23	0	0	0	0
LOC100421474	0	0	0	0
CCDC173	0	0	2	1
PPIG	1184	1484	1582	1642
FASTKD1	258	275	574	550
KLHL41	1	1	1	2
BBS5	69	98	76	63
LRP2	22	29	1	1
UBE2V1P6	0	0	0	0
DHRS9	0	0	3	4
CERS6-AS1	4	4	5	3
RNU6-766P	0	0	0	0
MIR4774	0	0	0	0
CERS6	2259	2707	3589	3761
RN7SL813P	0	0	0	0
PHF5GP	1	0	3	0
STK39	261	364	574	643
B3GALT1-AS1	0	0	0	1
CTAGE14P	0	0	1	1
RNU7-148P	0	0	0	0
B3GALT1	0	0	54	60
XIRP2-AS1	0	0	0	0
XIRP2	0	0	0	0
SCN7A	0	0	0	0
SCN9A	0	0	0	0
RN7SKP152	0	0	0	0
SCN1A-AS1	0	0	0	0
SCN1A	1	0	0	0
LOC102724058	0	0	0	0
TTC21B-AS1	0	0	0	0
TTC21B	206	264	298	340
LOC100506124	6	6	3	4
GALNT3	525	722	1260	1366
CSRNP3	11	7	40	36
MAPRE1P3	0	0	0	0
SCN2A	0	1	0	0
SCN3A	0	0	0	0
SLC38A11	0	0	0	0
RNA5SP111	0	0	0	0
RNA5SP110	0	0	0	0
LOC101929633	1	0	0	0
SNORA70F	0	0	0	0
COBLL1	305	374	316	330
EIF3EP3	319	227	477	486
GRB14	21	24	57	54
CYP2C56P	0	0	0	0
PRPS1P1	0	0	0	0
FIGN	0	1	171	162
RNU6-627P	0	0	0	0
KCNH7-AS1	0	0	0	0
RNA5SP109	3	4	0	0
KCNH7	2	0	0	0
GCA	295	397	209	249
IFIH1	188	222	6	18
FAP	0	0	0	0
GCG	0	0	0	0
LOC101929532	0	0	0	0
EIF3EP2	0	0	0	0
TIMM8AP1	3	4	2	3
DPP4-DT	0	0	0	0
DPP4	16	13	0	0
RPEP5	0	0	0	0
SLC4A10	69	65	0	0
KRT18P46	0	0	0	0
LOC100132762	0	0	0	0
AHCTF1P1	106	96	143	147
TBR1	1	1	2	0
RNA5SP108	1	0	0	2
MXRA7P1	9	2	8	10
PSMD14	800	1026	1792	1925
LINC01806	101	148	76	65
LOC101929512	3	2	1	1
TANK	238	292	1430	1488
LOC100131736	0	0	0	1
RN7SL423P	0	0	0	0
LOC100419108	3	0	1	2
MIR4785	0	1	0	0
RBMS1	447	571	1036	1128
LINC02478	0	0	1	0
ITGB6	95	133	1906	2075
PLA2R1	33	39	37	32
LY75	0	0	0	0
CD302	0	0	0	0
LY75-CD302	0	0	0	0
MARCHF7	1612	2117	2627	2739
RPS3AP13	0	0	0	2
LOC643072	83	88	127	142
CAPZA1P2	14	14	10	13
BAZ2B	659	827	999	997
WDSUB1	130	150	152	164
MIR6888	0	0	0	0
GSTM3P2	0	0	0	0
RNU6-580P	0	0	0	0
BTF3L4P2	39	66	88	71
TANC1	551	674	2535	2763
RNU2-21P	0	0	0	0
TRE-CTC7-1	0	0	0	0
OR7E90P	0	0	0	0
OR7E28P	0	0	22	17
OR7E89P	0	0	0	0
DAPL1	0	0	2	1
PKP4-AS1	0	0	1	0
RPL7AP22	12	13	1	4
PKP4	1728	2179	2448	2482
RN7SL393P	0	0	0	0
HNRNPDLP2	0	0	0	0
CCDC148	13	11	9	9
CCDC148-AS1	0	0	0	0
PTP4A1P1	130	162	19	37
UPP2	0	1	0	0
RNU6-932P	0	0	0	0
MTA3P1	0	0	0	0
RNU6-436P	0	0	0	0
ACVR1	224	289	827	978
ACVR1C	7	5	21	21
CYTIP	1	0	0	0
FAM133DP	5	11	5	4
ERMN	0	0	0	0
RN7SKP281	0	0	0	0
GALNT5	0	0	93	99
